chr	start_pos	end_pos	V4
chr3	147000001	150000000	0.723775
chr3	150000001	153000000	0.71579
chr3	153000001	156000000	0.771333
chr3	156000001	159000000	0.965203
chr3	159000001	162000000	0.818508
chr3	162000001	165000000	0.376881
chr3	165000001	168000000	0.50242
chr3	168000001	171000000	0.811541
chr3	171000001	174000000	0.812253
chr3	174000001	177000000	0.556613
chr3	177000001	180000000	0.819365
chr3	180000001	183000000	0.768154
chr3	183000001	186000000	1.09531
chr3	186000001	189000000	1.25256
chr3	189000001	192000000	0.664552
chr3	192000001	195000000	1.39137
chr3	195000001	198000000	1.08742
chr3	198000001	201000000	0
chr4	1	3000000	1.23199
chr4	3000001	6000000	1.79213
chr4	6000001	9000000	2.04607
chr4	9000001	12000000	1.20259
chr4	12000001	15000000	0.983504
chr4	15000001	18000000	1.05602
chr4	18000001	21000000	0.685205
chr4	21000001	24000000	0.80094
chr4	24000001	27000000	1.05601
chr4	27000001	30000000	0.585509
chr4	30000001	33000000	0.409106
chr4	33000001	36000000	0.416016
chr4	36000001	39000000	0.955165
chr4	39000001	42000000	0.734708
chr4	42000001	45000000	0.649082
chr4	45000001	48000000	0.566452
chr4	48000001	51000000	0.998409
chr4	51000001	54000000	0.521506
chr4	54000001	57000000	1.01175
chr4	57000001	60000000	0.700428
chr4	60000001	63000000	0.458692
chr4	63000001	66000000	0.429927
chr4	66000001	69000000	0.504096
chr4	69000001	72000000	0.546421
chr4	72000001	75000000	0.69816
chr4	75000001	78000000	0.845561
chr4	78000001	81000000	0.822538
chr4	81000001	84000000	0.841658
chr4	84000001	87000000	0.747949
chr4	87000001	90000000	0.796155
chr4	90000001	93000000	0.529817
chr4	93000001	96000000	0.553466
chr4	96000001	99000000	0.566298
chr4	99000001	102000000	0.748314
chr4	102000001	105000000	0.683833
chr4	105000001	108000000	0.67606
chr4	108000001	111000000	0.794819
chr4	111000001	114000000	0.688311
chr4	114000001	117000000	0.493169
chr4	117000001	120000000	0.560122
chr4	120000001	123000000	0.716885
chr4	123000001	126000000	0.659496
chr4	126000001	129000000	0.503084
chr4	129000001	132000000	0.637138
chr4	132000001	135000000	0.388983
chr4	135000001	138000000	0.395266
chr4	138000001	141000000	0.719744
chr4	141000001	144000000	0.738509
chr4	144000001	147000000	0.839726
chr4	147000001	150000000	0.910089
chr4	150000001	153000000	0.770579
chr4	153000001	156000000	1.00159
chr4	156000001	159000000	0.533625
chr4	159000001	162000000	0.649504
chr4	162000001	165000000	0.445739
chr4	165000001	168000000	0.559169
chr4	168000001	171000000	0.741355
chr4	171000001	174000000	0.589884
chr4	174000001	177000000	0.611145
chr4	177000001	180000000	0.531813
chr4	180000001	183000000	0.613377
chr4	183000001	186000000	1.04756
chr4	186000001	189000000	0.918489
chr4	189000001	192000000	0.980929
chr5	1	3000000	1.66662
chr5	3000001	6000000	1.2621
chr5	6000001	9000000	1.10979
chr5	9000001	12000000	1.14951
chr5	12000001	15000000	0.861966
chr5	15000001	18000000	1.01033
chr5	18000001	21000000	0.430473
chr5	21000001	24000000	0.461284
chr5	24000001	27000000	0.420986
chr5	27000001	30000000	0.38112
chr5	30000001	33000000	0.851324
chr5	33000001	36000000	0.988871
chr5	36000001	39000000	0.932712
chr5	39000001	42000000	0.791354
chr5	42000001	45000000	0.707523
chr5	45000001	48000000	0.247427
chr5	48000001	51000000	0.422448
chr5	51000001	54000000	0.737883
chr5	54000001	57000000	0.96951
chr5	57000001	60000000	0.794031
chr5	60000001	63000000	0.913321
chr5	63000001	66000000	0.793966
chr5	66000001	69000000	0.956301
chr5	69000001	72000000	0.862923
chr5	72000001	75000000	0.946369
chr5	75000001	78000000	0.936723
chr5	78000001	81000000	0.835941
chr5	81000001	84000000	0.700892
chr5	84000001	87000000	0.446975
chr5	87000001	90000000	0.656028
chr5	90000001	93000000	0.596531
chr5	93000001	96000000	0.722228
chr5	96000001	99000000	0.707869
chr5	99000001	102000000	0.518435
chr5	102000001	105000000	0.492135
chr5	105000001	108000000	0.586654
chr5	108000001	111000000	0.762404
chr5	111000001	114000000	0.961382
chr5	114000001	117000000	0.86291
chr5	117000001	120000000	0.712529
chr5	120000001	123000000	0.684302
chr5	123000001	126000000	0.851613
chr5	126000001	129000000	0.760185
chr5	129000001	132000000	0.86575
chr5	132000001	135000000	1.28929
chr5	135000001	138000000	1.21433
chr5	138000001	141000000	1.0758
chr5	141000001	144000000	1.27657
chr5	144000001	147000000	0.940242
chr5	147000001	150000000	1.33718
chr5	150000001	153000000	1.2545
chr5	153000001	156000000	1.15978
chr5	156000001	159000000	1.1459
chr5	159000001	162000000	0.883417
chr5	162000001	165000000	0.623823
chr5	165000001	168000000	0.923429
chr5	168000001	171000000	1.55772
chr5	171000001	174000000	1.67874
chr5	174000001	177000000	1.48083
chr5	177000001	180000000	1.35826
chr5	180000001	183000000	0.361094
chr6	1	3000000	1.30127
chr6	3000001	6000000	1.39309
chr6	6000001	9000000	1.12092
chr6	9000001	12000000	0.962146
chr6	12000001	15000000	1.26028
chr6	15000001	18000000	0.991507
chr6	18000001	21000000	0.901176
chr6	21000001	24000000	0.760106
chr6	24000001	27000000	0.995714
chr6	27000001	30000000	0.983234
chr6	30000001	33000000	1.68313
chr6	33000001	36000000	1.42333
chr6	36000001	39000000	1.35092
chr6	39000001	42000000	1.95299
chr6	42000001	45000000	1.49081
chr6	45000001	48000000	0.988969
chr6	48000001	51000000	0.577594
chr6	51000001	54000000	1.06783
chr6	54000001	57000000	0.60041
chr6	57000001	60000000	0.634667
chr6	60000001	63000000	0.208272
chr6	63000001	66000000	0.523157
chr6	66000001	69000000	0.407247
chr6	69000001	72000000	0.65366
chr6	72000001	75000000	0.627791
chr6	75000001	78000000	0.644726
chr6	78000001	81000000	0.725053
chr6	81000001	84000000	0.697797
chr6	84000001	87000000	0.923331
chr6	87000001	90000000	0.920038
chr6	90000001	93000000	0.858517
chr6	93000001	96000000	0.425228
chr6	96000001	99000000	0.619571
chr6	99000001	102000000	0.734989
chr6	102000001	105000000	0.486153
chr6	105000001	108000000	0.871327
chr6	108000001	111000000	1.03915
chr6	111000001	114000000	0.852018
chr6	114000001	117000000	0.66054
chr6	117000001	120000000	0.797729
chr6	120000001	123000000	0.513473
chr6	123000001	126000000	0.661858
chr6	126000001	129000000	0.584645
chr6	129000001	132000000	0.753757
chr6	132000001	135000000	0.746163
chr6	135000001	138000000	0.890117
chr6	138000001	141000000	0.850087
chr6	141000001	144000000	0.744803
chr6	144000001	147000000	0.822287
chr6	147000001	150000000	0.870281
chr6	150000001	153000000	0.993284
chr6	153000001	156000000	0.739633
chr6	156000001	159000000	1.13217
chr6	159000001	162000000	1.36726
chr6	162000001	165000000	0.994195
chr6	165000001	168000000	1.27182
chr6	168000001	171000000	1.52931
chr6	171000001	174000000	0.0187693
chr7	1	3000000	1.59868
chr7	3000001	6000000	1.18265
chr7	6000001	9000000	0.794454
chr7	9000001	12000000	0.517129
chr7	12000001	15000000	0.559552
chr7	15000001	18000000	0.643049
chr7	18000001	21000000	0.611265
chr7	21000001	24000000	0.884319
chr7	24000001	27000000	1.11265
chr7	27000001	30000000	1.08395
chr7	30000001	33000000	1.23213
chr7	33000001	36000000	1.06506
chr7	36000001	39000000	1.10121
chr7	39000001	42000000	0.959999
chr7	42000001	45000000	1.17326
chr7	45000001	48000000	1.2662
chr7	48000001	51000000	0.992485
chr7	51000001	54000000	0.808555
chr7	54000001	57000000	0.893678
chr7	57000001	60000000	0.447431
chr7	60000001	63000000	0.408
chr7	63000001	66000000	0.709627
chr7	66000001	69000000	1.0417
chr7	69000001	72000000	1.11272
chr7	72000001	75000000	0.919454
chr7	75000001	78000000	0.904749
chr7	78000001	81000000	0.535663
chr7	81000001	84000000	0.423718
chr7	84000001	87000000	0.543827
chr7	87000001	90000000	0.624408
chr7	90000001	93000000	0.772967
chr7	93000001	96000000	0.718454
chr7	96000001	99000000	1.00659
chr7	99000001	102000000	1.21098
chr7	102000001	105000000	0.948451
chr7	105000001	108000000	0.997107
chr7	108000001	111000000	0.624976
chr7	111000001	114000000	0.728095
chr7	114000001	117000000	0.65051
chr7	117000001	120000000	0.517639
chr7	120000001	123000000	0.625058
chr7	123000001	126000000	0.565028
chr7	126000001	129000000	1.04847
chr7	129000001	132000000	1.04778
chr7	132000001	135000000	1.17278
chr7	135000001	138000000	0.848447
chr7	138000001	141000000	1.04185
chr7	141000001	144000000	1.2189
chr7	144000001	147000000	0.620534
chr7	147000001	150000000	1.0631
chr7	150000001	153000000	1.40602
chr7	153000001	156000000	1.51126
chr7	156000001	159000000	1.49972
chr7	159000001	162000000	0.0504373
chr8	1	3000000	1.50473
chr8	3000001	6000000	0.82513
chr8	6000001	9000000	1.23504
chr8	9000001	12000000	1.49657
chr8	12000001	15000000	0.765167
chr8	15000001	18000000	0.6858
chr8	18000001	21000000	1.27661
chr8	21000001	24000000	1.53434
chr8	24000001	27000000	1.07789
chr8	27000001	30000000	1.31445
chr8	30000001	33000000	0.700065
chr8	33000001	36000000	0.898154
chr8	36000001	39000000	1.09507
chr8	39000001	42000000	1.04544
chr8	42000001	45000000	0.526403
chr8	45000001	48000000	0.399903
chr8	48000001	51000000	0.957603
chr8	51000001	54000000	0.691499
chr8	54000001	57000000	0.929254
chr8	57000001	60000000	0.880273
chr8	60000001	63000000	0.908962
chr8	63000001	66000000	0.752714
chr8	66000001	69000000	0.854598
chr8	69000001	72000000	0.812652
chr8	72000001	75000000	0.904764
chr8	75000001	78000000	0.59835
chr8	78000001	81000000	0.61107
chr8	81000001	84000000	0.675948
chr8	84000001	87000000	0.93242
chr8	87000001	90000000	0.573202
chr8	90000001	93000000	0.658722
chr8	93000001	96000000	0.81168
chr8	96000001	99000000	1.05022
chr8	99000001	102000000	0.82306
chr8	102000001	105000000	1.06012
chr8	105000001	108000000	0.648018
chr8	108000001	111000000	0.736682
chr8	111000001	114000000	0.384524
chr8	114000001	117000000	0.475687
chr8	117000001	120000000	0.937694
chr8	120000001	123000000	0.755964
chr8	123000001	126000000	1.2288
chr8	126000001	129000000	1.14094
chr8	129000001	132000000	1.10297
chr8	132000001	135000000	1.49389
chr8	135000001	138000000	1.23376
chr8	138000001	141000000	1.3735
chr8	141000001	144000000	1.916
chr8	144000001	147000000	0.812856
chr9	1	3000000	1.07205
chr9	3000001	6000000	0.898431
chr9	6000001	9000000	0.871949
chr9	9000001	12000000	0.498758
chr9	12000001	15000000	0.741224
chr9	15000001	18000000	0.966831
chr9	18000001	21000000	0.882287
chr9	21000001	24000000	0.726413
chr9	24000001	27000000	0.56659
chr9	27000001	30000000	0.710962
chr9	30000001	33000000	0.645063
chr9	33000001	36000000	1.28278
chr9	36000001	39000000	1.16135
chr9	39000001	42000000	0.442016
chr9	42000001	45000000	0.711113
chr9	45000001	48000000	0.562438
chr9	48000001	51000000	1.60709e-07
chr9	51000001	54000000	1.60709e-07
chr9	54000001	57000000	1.60709e-07
chr9	57000001	60000000	1.60709e-07
chr9	60000001	63000000	1.60709e-07
chr9	63000001	66000000	0.0897778
chr9	66000001	69000000	1.04232
chr9	69000001	72000000	0.900207
chr9	72000001	75000000	0.860259
chr9	75000001	78000000	0.618383
chr9	78000001	81000000	0.937836
chr9	81000001	84000000	0.833117
chr9	84000001	87000000	0.965751
chr9	87000001	90000000	1.07101
chr9	90000001	93000000	1.31725
chr9	93000001	96000000	1.22202
chr9	96000001	99000000	1.236
chr9	99000001	102000000	1.26815
chr9	102000001	105000000	0.92435
chr9	105000001	108000000	0.599999
chr9	108000001	111000000	1.02418
chr9	111000001	114000000	1.05328
chr9	114000001	117000000	1.18288
chr9	117000001	120000000	1.39769
chr9	120000001	123000000	1.15539
chr9	123000001	126000000	1.23484
chr9	126000001	129000000	1.20628
chr9	129000001	132000000	1.43122
chr9	132000001	135000000	1.42094
chr9	135000001	138000000	1.93166
chr9	138000001	141000000	1.60837
chr9	141000001	144000000	0.0999142
chr10	1	3000000	1.34928
chr10	3000001	6000000	1.19022
chr10	6000001	9000000	1.14865
chr10	9000001	12000000	0.951967
chr10	12000001	15000000	1.15242
chr10	15000001	18000000	0.847697
chr10	18000001	21000000	0.703848
chr10	21000001	24000000	0.828356
chr10	24000001	27000000	0.855053
chr10	27000001	30000000	0.844564
chr10	30000001	33000000	0.984451
chr10	33000001	36000000	0.953795
chr10	36000001	39000000	0.842738
chr10	39000001	42000000	0.0760549
chr10	42000001	45000000	1.34236
chr10	45000001	48000000	0.950364
chr10	48000001	51000000	1.28971
chr10	51000001	54000000	0.647833
chr10	54000001	57000000	0.532389
chr10	57000001	60000000	0.485219
chr10	60000001	63000000	0.840923
chr10	63000001	66000000	0.835672
chr10	66000001	69000000	0.512831
chr10	69000001	72000000	1.01385
chr10	72000001	75000000	1.45826
chr10	75000001	78000000	1.01026
chr10	78000001	81000000	1.78629
chr10	81000001	84000000	1.09915
chr10	84000001	87000000	0.922386
chr10	87000001	90000000	1.13953
chr10	90000001	93000000	0.88261
chr10	93000001	96000000	0.875546
chr10	96000001	99000000	1.04221
chr10	99000001	102000000	1.17362
chr10	102000001	105000000	1.26861
chr10	105000001	108000000	1.19382
chr10	108000001	111000000	0.774624
chr10	111000001	114000000	1.22136
chr10	114000001	117000000	1.16929
chr10	117000001	120000000	1.12043
chr10	120000001	123000000	1.29905
chr10	123000001	126000000	1.43592
chr10	126000001	129000000	1.40583
chr10	129000001	132000000	1.47657
chr10	132000001	135000000	1.87168
chr10	135000001	138000000	0.276238
chr11	1	3000000	1.60667
chr11	3000001	6000000	1.05601
chr11	6000001	9000000	1.38281
chr11	9000001	12000000	1.15775
chr11	12000001	15000000	1.29614
chr11	15000001	18000000	1.23669
chr11	18000001	21000000	1.23916
chr11	21000001	24000000	0.649196
chr11	24000001	27000000	0.538398
chr11	27000001	30000000	0.817228
chr11	30000001	33000000	0.844707
chr11	33000001	36000000	1.1695
chr11	36000001	39000000	0.810448
chr11	39000001	42000000	0.606926
chr11	42000001	45000000	1.30592
chr11	45000001	48000000	1.24552
chr11	48000001	51000000	0.715432
chr11	51000001	54000000	0.140995
chr11	54000001	57000000	0.520883
chr11	57000001	60000000	1.03778
chr11	60000001	63000000	1.37828
chr11	63000001	66000000	1.37694
chr11	66000001	69000000	1.32914
chr11	69000001	72000000	1.78519
chr11	72000001	75000000	1.34017
chr11	75000001	78000000	1.34042
chr11	78000001	81000000	1.12349
chr11	81000001	84000000	0.748556
chr11	84000001	87000000	0.825189
chr11	87000001	90000000	0.660348
chr11	90000001	93000000	0.769879
chr11	93000001	96000000	1.09748
chr11	96000001	99000000	0.501789
chr11	99000001	102000000	0.682966
chr11	102000001	105000000	0.729612
chr11	105000001	108000000	0.669069
chr11	108000001	111000000	0.948122
chr11	111000001	114000000	1.33132
chr11	114000001	117000000	1.52857
chr11	117000001	120000000	1.81152
chr11	120000001	123000000	1.37944
chr11	123000001	126000000	1.26174
chr11	126000001	129000000	1.44969
chr11	129000001	132000000	1.52576
chr11	132000001	135000000	1.6084
chr11	135000001	138000000	0
chr12	1	3000000	1.43306
chr12	3000001	6000000	1.76442
chr12	6000001	9000000	1.15334
chr12	9000001	12000000	0.915183
chr12	12000001	15000000	1.07152
chr12	15000001	18000000	0.694208
chr12	18000001	21000000	0.619599
chr12	21000001	24000000	0.65848
chr12	24000001	27000000	0.80472
chr12	27000001	30000000	0.841013
chr12	30000001	33000000	0.89174
chr12	33000001	36000000	0.504808
chr12	36000001	39000000	0.269216
chr12	39000001	42000000	0.577667
chr12	42000001	45000000	0.765239
chr12	45000001	48000000	0.936339
chr12	48000001	51000000	1.25334
chr12	51000001	54000000	1.40657
chr12	54000001	57000000	1.4368
chr12	57000001	60000000	1.14014
chr12	60000001	63000000	0.54127
chr12	63000001	66000000	0.851079
chr12	66000001	69000000	0.974591
chr12	69000001	72000000	0.790003
chr12	72000001	75000000	0.554178
chr12	75000001	78000000	0.707603
chr12	78000001	81000000	0.562986
chr12	81000001	84000000	0.566965
chr12	84000001	87000000	0.430037
chr12	87000001	90000000	0.631698
chr12	90000001	93000000	0.685515
chr12	93000001	96000000	0.963336
chr12	96000001	99000000	0.972204
chr12	99000001	102000000	0.87932
chr12	102000001	105000000	1.01795
chr12	105000001	108000000	1.30262
chr12	108000001	111000000	1.39194
chr12	111000001	114000000	1.23966
chr12	114000001	117000000	1.48407
chr12	117000001	120000000	1.4392
chr12	120000001	123000000	0.961063
chr12	123000001	126000000	1.45232
chr12	126000001	129000000	1.24329
chr12	129000001	132000000	1.75643
chr12	132000001	135000000	0.869729
chr13	1	3000000	1.60709e-07
chr13	3000001	6000000	1.60709e-07
chr13	6000001	9000000	1.60709e-07
chr13	9000001	12000000	1.60709e-07
chr13	12000001	15000000	1.60709e-07
chr13	15000001	18000000	1.60709e-07
chr13	18000001	21000000	0.563038
chr13	21000001	24000000	0.941277
chr13	24000001	27000000	1.0908
chr13	27000001	30000000	1.22063
chr13	30000001	33000000	1.12462
chr13	33000001	36000000	0.84786
chr13	36000001	39000000	0.777318
chr13	39000001	42000000	0.923312
chr13	42000001	45000000	1.00711
chr13	45000001	48000000	0.972162
chr13	48000001	51000000	0.906047
chr13	51000001	54000000	1.0936
chr13	54000001	57000000	0.518863
chr13	57000001	60000000	0.502048
chr13	60000001	63000000	0.625364
chr13	63000001	66000000	0.353629
chr13	66000001	69000000	0.419119
chr13	69000001	72000000	0.340092
chr13	72000001	75000000	0.689402
chr13	75000001	78000000	0.795697
chr13	78000001	81000000	0.742478
chr13	81000001	84000000	0.439714
chr13	84000001	87000000	0.360338
chr13	87000001	90000000	0.362052
chr13	90000001	93000000	0.491979
chr13	93000001	96000000	0.744845
chr13	96000001	99000000	0.98898
chr13	99000001	102000000	1.13528
chr13	102000001	105000000	0.72469
chr13	105000001	108000000	0.764381
chr13	108000001	111000000	1.0002
chr13	111000001	114000000	1.48214
chr13	114000001	117000000	0.493923
chr14	1	3000000	1.60709e-07
chr14	3000001	6000000	1.60709e-07
chr14	6000001	9000000	1.60709e-07
chr14	9000001	12000000	1.60709e-07
chr14	12000001	15000000	1.60709e-07
chr14	15000001	18000000	1.60709e-07
chr14	18000001	21000000	0.742349
chr14	21000001	24000000	1.19418
chr14	24000001	27000000	1.15718
chr14	27000001	30000000	0.493634
chr14	30000001	33000000	0.698823
chr14	33000001	36000000	0.790107
chr14	36000001	39000000	0.802326
chr14	39000001	42000000	0.592296
chr14	42000001	45000000	0.435885
chr14	45000001	48000000	0.55907
chr14	48000001	51000000	0.654744
chr14	51000001	54000000	0.92453
chr14	54000001	57000000	1.01275
chr14	57000001	60000000	0.947124
chr14	60000001	63000000	0.953751
chr14	63000001	66000000	0.926297
chr14	66000001	69000000	0.961715
chr14	69000001	72000000	1.33018
chr14	72000001	75000000	1.12019
chr14	75000001	78000000	1.38996
chr14	78000001	81000000	1.02831
chr14	81000001	84000000	0.688442
chr14	84000001	87000000	0.54281
chr14	87000001	90000000	0.971196
chr14	90000001	93000000	1.27283
chr14	93000001	96000000	1.64259
chr14	96000001	99000000	1.48061
chr14	99000001	102000000	1.74586
chr14	102000001	105000000	1.21242
chr14	105000001	108000000	1.13171
chr15	1	3000000	1.60709e-07
chr15	3000001	6000000	1.61538e-07
chr15	6000001	9000000	1.61538e-07
chr15	9000001	12000000	1.61538e-07
chr15	12000001	15000000	1.72587e-07
chr15	15000001	18000000	2.81996e-07
chr15	18000001	21000000	0.468955
chr15	21000001	24000000	0.808714
chr15	24000001	27000000	1.01781
chr15	27000001	30000000	1.06505
chr15	30000001	33000000	1.11963
chr15	33000001	36000000	0.956421
chr15	36000001	39000000	0.820559
chr15	39000001	42000000	1.01236
chr15	42000001	45000000	1.05442
chr15	45000001	48000000	0.924409
chr15	48000001	51000000	0.819353
chr15	51000001	54000000	0.971841
chr15	54000001	57000000	0.714237
chr15	57000001	60000000	1.0191
chr15	60000001	63000000	1.13259
chr15	63000001	66000000	1.03538
chr15	66000001	69000000	1.34719
chr15	69000001	72000000	1.69291
chr15	72000001	75000000	1.35385
chr15	75000001	78000000	1.24356
chr15	78000001	81000000	1.51636
chr15	81000001	84000000	1.11195
chr15	84000001	87000000	1.14658
chr15	87000001	90000000	1.38386
chr15	90000001	93000000	1.23693
chr15	93000001	96000000	1.03757
chr15	96000001	99000000	0.944982
chr15	99000001	102000000	1.35559
chr15	102000001	105000000	0.225129
chr16	1	3000000	1.1289
chr16	3000001	6000000	1.32525
chr16	6000001	9000000	1.19858
chr16	9000001	12000000	1.39625
